MovieTitle,Directors,Writers,ReleaseDate,Genres,RunTime,Rated,Cast,Ratings,ImageURL-src
M,"Director:

Fritz Lang","Writers:

Thea von Harbou (script), Fritz Lang (script)",1931-08-31,"Genres:

 Crime |

 Mystery |

 Thriller",1h 39m,A,"Stars:

Peter Lorre, Ellen Widmann, Inge Landgut            |

See full cast & crew »",8.3,https://m.media-amazon.com/images/M/MV5BMTg5ODU2MjIwMF5BMl5BanBnXkFtZTgwNzg1MTA5MTE@._V1_SY500_SX375_AL_.jpg;
Grave of the Fireflies,"Director:

Isao Takahata","Writers:

Akiyuki Nosaka (novel), Isao Takahata",1989-04-07,null,1h 29m,12A,"Stars:

Tsutomu Tatsumi, Ayano Shiraishi, Akemi Yamaguchi            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BODFlNjhiYjUtOWU4Zi00ZTViLTlmYTEtYmNjMTkwMTAwMGMzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY500_CR0,0,353,500_AL_.jpg";
The Silence of the Lambs,"Director:

Jonathan Demme","Writers:

Thomas Harris (novel), Ted Tally (screenplay)",1991-05-31,"Genres:

 Crime |

 Drama |

 Thriller",1h 58m,18,"Stars:

Jodie Foster, Anthony Hopkins, Lawrence A. Bonney            |

See full cast & crew »",8.6,"https://m.media-amazon.com/images/M/MV5BZDBkNzFiMjYtZjA0YS00MGNhLTg5MTMtODJiN2JjZWY5YTU3XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX368_CR0,0,368,490_AL_.jpg";
Gladiator,"Director:

Ridley Scott","Writers:

David Franzoni (story), David Franzoni (screenplay)            |

2 more credits »",2000-05-12,"Genres:

 Action |

 Adventure |

 Drama",2h 35m,15,"Stars:

Russell Crowe, Joaquin Phoenix, Connie Nielsen            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BZTI4OTAyOWYtZTM1My00MjgwLWE1ZWQtNmEzYjE5NzQ5ZTQ1XkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_SY500_CR0,0,333,500_AL_.jpg";
Back to the Future,"Director:

Robert Zemeckis","Writers:

Robert Zemeckis, Bob Gale",1985-12-04,"Genres:

 Adventure |

 Comedy |

 Sci-Fi",1h 56m,PG,"Stars:

Michael J. Fox, Christopher Lloyd, Lea Thompson            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BNGMzZWQ4NTQtMGZhYy00OGQ2LTk3NWQtNWNmODM1MGFiMWU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY498_CR0,0,317,498_AL_.jpg";
Braveheart,"Director:

Mel Gibson","Writer:

Randall Wallace",1995-09-08,"Genres:

 Biography |

 Drama |

 History |

 War",2h 58m,15,"Stars:

Mel Gibson, Sophie Marceau, Patrick McGoohan            |

See full cast & crew »",8.3,https://m.media-amazon.com/images/M/MV5BMTk1NGFhNmUtYjA5YS00YTlhLTkwMzktNzJjZTgyMTcxNmE3XkEyXkFqcGdeQXVyODE0NDQ4NjI@._V1_SY462_SX489_AL_.jpg;
Leon,"Director:

Luc Besson","Writer:

Luc Besson",1995-02-03,"Genres:

 Action |

 Crime |

 Drama |

 Thriller",1h 50m,18,"Stars:

Jean Reno, Gary Oldman, Natalie Portman            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BMGJlMjQ4OGUtYWViOS00MDZjLTljNTMtYjhkNWEwODE1NzE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY500_CR0,0,361,500_AL_.jpg";
Inglourious Basterds,"Director:

Quentin Tarantino","Writer:

Quentin Tarantino",2009-08-19,"Genres:

 Adventure |

 Drama |

 War",2h 33m,18,"Stars:

Brad Pitt, Diane Kruger, Eli Roth            |

See full cast & crew »",8.3,"https://m.media-amazon.com/images/M/MV5BOWQ5ODU2N2QtMTZhNi00OTMzLWFkZDgtMDM2ZTI1NGJmMmY2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY500_CR0,0,337,500_AL_.jpg";
The Shawshank Redemption,"Director:

Frank Darabont","Writers:

Stephen King (short story ""Rita Hayworth and Shawshank Redemption""), Frank Darabont (screenplay)",1995-02-17,"Genres:

 Drama",2h 22m,15,"Stars:

Tim Robbins, Morgan Freeman, Bob Gunton            |

See full cast & crew »",9.3,"https://m.media-amazon.com/images/M/MV5BMzNmMWY3MzQtOTk4Ny00MGQzLWEyOTMtNzVjZWYyMDExMWY0XkEyXkFqcGdeQXVyNjc1ODU3OTE@._V1_SY500_CR0,0,350,500_AL_.jpg";
Oldboy,"Director:

Chan-wook Park","Writers:

Garon Tsuchiya (story), Nobuaki Minegishi (comic)            |

4 more credits »",2004-10-15,"Genres:

 Action |

 Drama |

 Mystery |

 Thriller",null,18,"Stars:

Min-sik Choi, Ji-Tae Yoo, Hye-jeong Kang            |

See full cast & crew »",8.4,"https://m.media-amazon.com/images/M/MV5BZTA1YTMwZGYtYjIwNC00NDkwLWFmNDYtYTNkYTVhZjY3YzY2XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_SY500_CR0,0,333,500_AL_.jpg";
City of God,"Directors:

Fernando Meirelles, Kátia Lund (co-director)","Writers:

Paulo Lins (novel), Bráulio Mantovani (screenplay)",2003-01-03,"Genres:

 Crime |

 Drama",2h 10m,18,"Stars:

Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele            |

See full cast & crew »",8.6,"https://m.media-amazon.com/images/M/MV5BNTdkZjhhODgtYWI5MC00YTIwLWFmODAtYzJjNTBkMWM1NjA1XkEyXkFqcGdeQXVyNjg5ODg2MTQ@._V1_SY500_CR0,0,353,500_AL_.jpg";
Forrest Gump,"Director:

Robert Zemeckis","Writers:

Winston Groom (novel), Eric Roth (screenplay)",1994-10-07,"Genres:

 Drama |

 Romance",2h 22m,12,"Stars:

Tom Hanks, Robin Wright, Gary Sinise            |

See full cast & crew »",8.8,https://m.media-amazon.com/images/M/MV5BYjExM2E3ZDAtYzhkNy00ZGViLWFlMzItMjJkMjZmN2M0MGZkXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_SY371_SX250_AL_.jpg;
Reservoir Dogs,"Director:

Quentin Tarantino","Writers:

Quentin Tarantino, Quentin Tarantino (background radio dialogue written by)            |

1 more credit »",1993-01-15,"Genres:

 Crime |

 Drama |

 Thriller",1h 39m,18,"Stars:

Harvey Keitel, Tim Roth, Michael Madsen            |

See full cast & crew »",8.3,"https://m.media-amazon.com/images/M/MV5BN2JmMjliMjgtMjJhMi00NjNkLWFhYzYtMmJjYTY4OTFkZWYxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX290_CR0,0,290,432_AL_.jpg";
The Lord of the Rings: The Fellowship of the Ring,"Director:

Peter Jackson","Writers:

J.R.R. Tolkien (novel), Fran Walsh (screenplay)            |

2 more credits »",2001-12-19,"Genres:

 Action |

 Adventure |

 Drama |

 Fantasy",2h 58m,PG,"Stars:

Elijah Wood, Ian McKellen, Orlando Bloom            |

See full cast & crew »",8.8,"https://m.media-amazon.com/images/M/MV5BNWNkZDdkYjAtODYzNy00YjQ5LTk3YjktMjlkNDNjN2M1ZjRkXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SY500_CR0,0,348,500_AL_.jpg";
Joker,"Director:

Todd Phillips","Writers:

Todd Phillips, Scott Silver            |

3 more credits »",2019-10-04,"Genres:

 Crime |

 Drama |

 Thriller",2h 2m,15,"Stars:

Joaquin Phoenix, Robert De Niro, Zazie Beetz            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BOGVhZmNhZjgtNjAwZi00NDhiLWFlMWEtZmRjODQwODI1YmZjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY500_CR0,0,337,500_AL_.jpg";
Memento,"Director:

Christopher Nolan","Writers:

Christopher Nolan (screenplay), Jonathan Nolan (short story ""Memento Mori"")",2000-10-20,"Genres:

 Mystery |

 Thriller",1h 53m,15,"Stars:

Guy Pearce, Carrie-Anne Moss, Joe Pantoliano            |

See full cast & crew »",8.4,"https://m.media-amazon.com/images/M/MV5BYjRjZjUzMTEtMjhjNC00NTllLWE2OGMtYjVlNjYwMDk5MGRjXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_SY500_CR0,0,333,500_AL_.jpg";
The Prestige,"Director:

Christopher Nolan","Writers:

Jonathan Nolan (screenplay), Christopher Nolan (screenplay)            |

1 more credit »",2006-11-10,"Genres:

 Drama |

 Mystery |

 Sci-Fi |

 Thriller",2h 10m,12A,"Stars:

Christian Bale, Hugh Jackman, Scarlett Johansson            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BMTM3MzQ5MjQ5OF5BMl5BanBnXkFtZTcwMTQ3NzMzMw@@._V1_SY500_CR0,0,338,500_AL_.jpg";
Your Name.,"Director:

Makoto Shinkai","Writers:

Makoto Shinkai (based on his novel), Makoto Shinkai (screenplay)            |

1 more credit »",2016-11-18,"Genres:

 Animation |

 Drama |

 Fantasy |

 Romance",1h 46m,12A,"Stars:

Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita            |

See full cast & crew »",8.4,https://m.media-amazon.com/images/M/MV5BYjAxOGE2YmEtZjc4MS00ZjcxLWI5NTMtNDA2ZGU5ODQ4NTBmXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_SY165_SX110_AL_.jpg;
American Beauty,"Director:

Sam Mendes","Writer:

Alan Ball",2000-02-04,"Genres:

 Drama",2h 2m,18,"Stars:

Kevin Spacey, Annette Bening, Thora Birch            |

See full cast & crew »",8.3,"https://m.media-amazon.com/images/M/MV5BNWVmYzFhZGQtYjIyYy00Y2IwLTk2MWQtMWZjYzUzYmU0OTdhXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_SX340_CR0,0,340,477_AL_.jpg";
The Lives of Others,"Director:

Florian Henckel von Donnersmarck","Writer:

Florian Henckel von Donnersmarck",2007-04-13,"Genres:

 Drama |

 Mystery |

 Thriller",2h 17m,15,"Stars:

Ulrich Mühe, Martina Gedeck, Sebastian Koch            |

See full cast & crew »",8.4,"https://m.media-amazon.com/images/M/MV5BZmIxNDBhMTEtMTM0OS00OGM5LTlkZjYtNzNlOTk4MTM0NGQ4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_SX296_CR0,0,296,420_AL_.jpg";
Saving Private Ryan,"Director:

Steven Spielberg","Writer:

Robert Rodat",1998-09-11,"Genres:

 Drama |

 War",2h 49m,15,"Stars:

Tom Hanks, Matt Damon, Tom Sizemore            |

See full cast & crew »",8.6,https://m.media-amazon.com/images/M/MV5BOGI0OGNhYzgtMWY1Yi00M2Q5LTkwNDktMmQ4NmZjM2MwNWQ0XkEyXkFqcGdeQXVyNjAwODA4Mw@@._V1_SY188_SX300_AL_.jpg;
Raiders of the Lost Ark,"Director:

Steven Spielberg","Writers:

Lawrence Kasdan (screenplay by), George Lucas (story by)            |

1 more credit »",1981-07-30,"Genres:

 Action |

 Adventure",1h 55m,A,"Stars:

Harrison Ford, Karen Allen, Paul Freeman            |

See full cast & crew »",8.4,https://m.media-amazon.com/images/M/MV5BMTA5ODE4NDA4MDdeQTJeQWpwZ15BbWU4MDY1MTI5OTAx._V1_SY250_SX171_AL_.jpg;
Once Upon a Time in the West,"Director:

Sergio Leone","Writers:

Sergio Donati (screenplay by), Sergio Leone (screenplay by)            |

3 more credits »",1969-08-31,"Genres:

 Western",2h 45m,AA,"Stars:

Henry Fonda, Charles Bronson, Claudia Cardinale            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BOTgwMTRiZmItMTM2Yy00ZGY2LWIxZmItZGJkMDkwNTYyZTI0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY500_CR0,0,337,500_AL_.jpg";
The Godfather,"Director:

Francis Ford Coppola","Writers:

Mario Puzo (screenplay by), Francis Ford Coppola (screenplay by)            |

1 more credit »",1972-08-24,"Genres:

 Crime |

 Drama",2h 55m,X,"Stars:

Marlon Brando, Al Pacino, James Caan            |

See full cast & crew »",9.2,https://m.media-amazon.com/images/M/MV5BMGRhMGEzYzgtYjI5Yy00ZWJhLWI1ZGYtMzkxMGZkNDc3OWM5XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SY250_SX175_AL_.jpg;
Terminator 2: Judgment Day,"Director:

James Cameron","Writers:

James Cameron, William Wisher",1991-08-16,"Genres:

 Action |

 Sci-Fi",2h 17m,R,"Stars:

Arnold Schwarzenegger, Linda Hamilton, Edward Furlong            |

See full cast & crew »",8.5,https://m.media-amazon.com/images/M/MV5BYTA3NGVlMmQtNzkzOC00ODI5LTgzMzgtMTgwMmI2ZWM1M2NjXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SY500_SX353_AL_.jpg;
The Lion King,"Directors:

Roger Allers, Rob Minkoff","Writers:

Irene Mecchi (screenplay by), Jonathan Roberts (screenplay by)            |

27 more credits »",1994-10-07,"Genres:

 Animation |

 Adventure |

 Drama |

 Family |

 Musical",1h 28m,U,"Stars:

Matthew Broderick, Jeremy Irons, James Earl Jones            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BNDMzOGRiNmQtOWEzNS00OWIxLWE3OTktOGExN2Q3NDAyOWQxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY500_CR0,0,351,500_AL_.jpg";
Star Wars: Episode VI - Return of the Jedi,"Director:

Richard Marquand","Writers:

Lawrence Kasdan (screenplay by), George Lucas (screenplay by)            |

1 more credit »",1983-06-02,"Genres:

 Action |

 Adventure |

 Fantasy |

 Sci-Fi",2h 11m,U,"Stars:

Mark Hamill, Harrison Ford, Carrie Fisher            |

See full cast & crew »",8.3,"https://m.media-amazon.com/images/M/MV5BY2M4ODQ1NzctYThjYS00NjRlLWI5N2EtMDUxNDA3ZDhiYmM3XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SY327_CR0,0,232,327_AL_.jpg";
Seven,"Director:

David Fincher","Writer:

Andrew Kevin Walker",1996-01-05,"Genres:

 Crime |

 Drama |

 Mystery |

 Thriller",2h 7m,18,"Stars:

Morgan Freeman, Brad Pitt, Kevin Spacey            |

See full cast & crew »",8.6,"https://m.media-amazon.com/images/M/MV5BZTA2NWUwMjgtYjA2ZC00Y2YwLWFhOTMtZjYzNTBhZTczNGVmXkEyXkFqcGdeQXVyNjE3MTc3MTU@._V1_SX391_CR0,0,391,457_AL_.jpg";
Sunset Blvd.,"Director:

Billy Wilder","Writers:

Charles Brackett, Billy Wilder            |

1 more credit »",1950-09-29,"Genres:

 Drama |

 Film-Noir",1h 50m,PG,"Stars:

William Holden, Gloria Swanson, Erich von Stroheim            |

See full cast & crew »",8.4,https://m.media-amazon.com/images/M/MV5BMzk4MzU2MTUyMV5BMl5BanBnXkFtZTYwNzQxODQ2._V1_SY147_SX225_AL_.jpg;
Spirited Away,"Director:

Hayao Miyazaki","Writer:

Hayao Miyazaki",2003-09-12,"Genres:

 Animation |

 Adventure |

 Family |

 Fantasy |

 Mystery",2h 5m,PG,"Stars:

Daveigh Chase, Suzanne Pleshette, Miyu Irino            |

See full cast & crew »",8.6,"https://m.media-amazon.com/images/M/MV5BZTk4YjVlZTQtYmFmOC00MjcxLWJiMWEtNzNhOGJmN2NkY2U3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY500_CR0,0,338,500_AL_.jpg";
Pulp Fiction,"Director:

Quentin Tarantino","Writers:

Quentin Tarantino (stories), Roger Avary (stories)            |

1 more credit »",1994-10-21,"Genres:

 Crime |

 Drama",2h 34m,18,"Stars:

John Travolta, Uma Thurman, Samuel L. Jackson            |

See full cast & crew »",8.9,"https://m.media-amazon.com/images/M/MV5BMGIwODdlYTEtOTUxMy00OGNiLWFlODItNTdiOGYzMDg3ODI5XkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_SX250_CR0,0,250,355_AL_.jpg";
Snatch,"Director:

Guy Ritchie","Writer:

Guy Ritchie",2000-09-01,"Genres:

 Comedy |

 Crime",1h 42m,18,"Stars:

Jason Statham, Brad Pitt, Benicio Del Toro            |

See full cast & crew »",8.3,"https://m.media-amazon.com/images/M/MV5BNDcwN2VjZDEtNWNhMS00MDc4LWIwZWQtM2Q2NjQyZTcwYzBjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SY377_CR0,0,257,377_AL_.jpg";
Fight Club,"Director:

David Fincher","Writers:

Chuck Palahniuk (novel), Jim Uhls (screenplay)",1999-11-12,"Genres:

 Drama",2h 19m,18,"Stars:

Brad Pitt, Edward Norton, Meat Loaf            |

See full cast & crew »",8.8,"https://m.media-amazon.com/images/M/MV5BNGU5MGNjZmEtMTc4ZC00MjgyLTg2NzAtM2U3NmQwZGUyOGM3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX333_CR0,0,333,499_AL_.jpg";
Psycho,"Director:

Alfred Hitchcock","Writers:

Joseph Stefano (screenplay by), Robert Bloch (based on the novel by)",1960-09-15,"Genres:

 Horror |

 Mystery |

 Thriller",1h 49m,X,"Stars:

Anthony Perkins, Janet Leigh, Vera Miles            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BMTFkYjBjM2QtNjIxMi00MjQxLWEwMTItMzBlMGRmOGRmNzQ2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY500_CR0,0,334,500_AL_.jpg";
Citizen Kane,"Director:

Orson Welles","Writers:

Herman J. Mankiewicz (original screen play), Orson Welles (original screen play)",1942-01-24,"Genres:

 Drama |

 Mystery",1h 59m,A,"Stars:

Orson Welles, Joseph Cotten, Dorothy Comingore            |

See full cast & crew »",8.3,"https://m.media-amazon.com/images/M/MV5BNzgxNDc4ZTgtZjI0Mi00ODNjLWJkNjItY2JhOTdmNzg1YjUyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY500_CR0,0,332,500_AL_.jpg";
Das Boot,"Director:

Wolfgang Petersen","Writers:

Wolfgang Petersen (screenplay), Lothar G. Buchheim (novel)",1982-02-10,"Genres:

 Adventure |

 Drama |

 Thriller |

 War",2h 29m,AA,"Stars:

Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann            |

See full cast & crew »",8.3,"https://m.media-amazon.com/images/M/MV5BZjBhYjI4NDctZGFjMC00MWI0LTk3ZWUtZmQ1YmNlYzY4N2RkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY500_CR0,0,333,500_AL_.jpg";
Paths of Glory,"Director:

Stanley Kubrick","Writers:

Stanley Kubrick (screenplay), Calder Willingham (screenplay)            |

2 more credits »",1957-12-20,"Genres:

 Drama |

 War",1h 28m,PG,"Stars:

Kirk Douglas, Ralph Meeker, Adolphe Menjou            |

See full cast & crew »",8.4,"https://m.media-amazon.com/images/M/MV5BZDQ5OWVlN2MtNDlkMS00MjliLTkyOTktMGUwNWJkZDZhNGM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SY500_CR0,0,508,500_AL_.jpg";
Spider-Man: Into the Spider-Verse,"Directors:

Bob Persichetti, Peter Ramsey            |

1 more credit »","Writers:

Phil Lord (screenplay by), Rodney Rothman (screenplay by)            |

1 more credit »",2018-12-12,"Genres:

 Animation |

 Action |

 Adventure |

 Family |

 Sci-Fi",1h 57m,PG,"Stars:

Shameik Moore, Jake Johnson, Hailee Steinfeld            |

See full cast & crew »",8.4,"https://m.media-amazon.com/images/M/MV5BOGFmYTNmYzAtMTgxOS00YmZmLTg3ODktZTkwMzRhZTYwYTVjXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_SY500_CR0,0,337,500_AL_.jpg";
Amadeus,"Director:

Milos Forman","Writers:

Peter Shaffer (original stage play), Peter Shaffer (original screenplay)",1985-01-17,"Genres:

 Biography |

 Drama |

 History |

 Music",2h 40m,R,"Stars:

F. Murray Abraham, Tom Hulce, Elizabeth Berridge            |

See full cast & crew »",8.3,"https://m.media-amazon.com/images/M/MV5BZWZlMzczODAtZmNiZS00MTM3LTljNGUtNTkxYTVlNmEzNGRhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY377_CR0,0,254,377_AL_.jpg";
Django Unchained,"Director:

Quentin Tarantino","Writer:

Quentin Tarantino",2013-01-18,"Genres:

 Drama |

 Western",2h 45m,18,"Stars:

Jamie Foxx, Christoph Waltz, Leonardo DiCaprio            |

See full cast & crew »",8.4,"https://m.media-amazon.com/images/M/MV5BMjI3NDAzNTg2MV5BMl5BanBnXkFtZTcwOTUzOTMzOQ@@._V1_SY352_CR0,0,289,352_AL_.jpg";
"The Good, the Bad and the Ugly","Director:

Sergio Leone","Writers:

Luciano Vincenzoni (story), Sergio Leone (story)            |

4 more credits »",1967-12-29,"Genres:

 Western",2h 28m,X,"Stars:

Clint Eastwood, Eli Wallach, Lee Van Cleef            |

See full cast & crew »",8.8,https://m.media-amazon.com/images/M/MV5BMjE3NTQwNjgyNV5BMl5BanBnXkFtZTgwODU4ODE5MDE@._V1_SY250_SX164_AL_.jpg;
Goodfellas,"Director:

Martin Scorsese","Writers:

Nicholas Pileggi (book), Nicholas Pileggi (screenplay)            |

1 more credit »",1990-10-26,"Genres:

 Biography |

 Crime |

 Drama",2h 26m,18,"Stars:

Robert De Niro, Ray Liotta, Joe Pesci            |

See full cast & crew »",8.7,"https://m.media-amazon.com/images/M/MV5BODNmMDc4NjgtZjMzMC00MDAzLTk1NmYtZWRhZWNhYjYwYzgzXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX349_CR0,0,349,499_AL_.jpg";
Whiplash,"Director:

Damien Chazelle","Writer:

Damien Chazelle",2015-01-16,"Genres:

 Drama |

 Music",1h 46m,15,"Stars:

Miles Teller, J.K. Simmons, Melissa Benoist            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BZjZiNTFmNzAtMzFiMi00ZmFmLTkzZDItZWQzNGJkZjk5NGNlXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_SY500_CR0,0,348,500_AL_.jpg";
The Godfather: Part II,"Director:

Francis Ford Coppola","Writers:

Francis Ford Coppola (screenplay by), Mario Puzo (screenplay by)            |

1 more credit »",1975-05-15,"Genres:

 Crime |

 Drama",3h 22m,X,"Stars:

Al Pacino, Robert De Niro, Robert Duvall            |

See full cast & crew »",9,"https://m.media-amazon.com/images/M/MV5BMzM2MjRiNmQtNGEwYi00NjdkLTk1ODYtNDRmZTZiMjAzMDAyXkEyXkFqcGdeQXVyNzEyNjUwMTA@._V1_SY500_CR0,0,371,500_AL_.jpg";
Parasite,"Director:

Bong Joon Ho","Writers:

Bong Joon Ho (story), Bong Joon Ho (screenplay)            |

1 more credit »",2020-02-07,"Genres:

 Comedy |

 Drama |

 Thriller",2h 12m,15,"Stars:

Kang-ho Song, Sun-kyun Lee, Yeo-jeong Jo            |

See full cast & crew »",8.6,"https://m.media-amazon.com/images/M/MV5BOGJkYzc5MDctNTE4OC00OTdmLWFlN2MtMzBlZGNmMGM2ZjdiXkEyXkFqcGdeQXVyMTA3MzQ4MTcw._V1_SY499_CR0,0,353,499_AL_.jpg";
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Director:

Stanley Kubrick","Writers:

Stanley Kubrick (screenplay), Terry Southern (screenplay)            |

2 more credits »",1964-01-29,"Genres:

 Comedy",1h 35m,A,"Stars:

Peter Sellers, George C. Scott, Sterling Hayden            |

See full cast & crew »",8.4,https://m.media-amazon.com/images/M/MV5BODMxNmNiZjgtOTI4MC00NzEwLWE1ZjUtNWJkYjI3N2U3Nzg1XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SY350_SX247_AL_.jpg;
Cinema Paradiso,"Director:

Giuseppe Tornatore","Writers:

Giuseppe Tornatore (story), Giuseppe Tornatore (screenplay)            |

2 more credits »",1990-02-23,"Genres:

 Drama",2h 35m,PG,"Stars:

Philippe Noiret, Enzo Cannavale, Antonella Attili            |

See full cast & crew »",8.5,"https://m.media-amazon.com/images/M/MV5BYWY3NWY1ZTItZjQyZS00MTRmLWI1MjAtZGRmYzk0NzRiYWExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY500_CR0,0,335,500_AL_.jpg";
The Dark Knight Rises,"Director:

Christopher Nolan","Writers:

Jonathan Nolan (screenplay), Christopher Nolan (screenplay)            |

3 more credits »",2012-07-20,"Genres:

 Action |

 Adventure",2h 44m,12A,"Stars:

Christian Bale, Tom Hardy, Anne Hathaway            |

See full cast & crew »",8.4,"https://m.media-amazon.com/images/M/MV5BMTk1Njc5OTMwMF5BMl5BanBnXkFtZTcwMDQyMzQ4Nw@@._V1_SY500_CR0,0,342,500_AL_.jpg";
